"beta","id","plainTextVote","encryptedTrackerNumberInGroup","publicKeySignature","publicKeyTrapdoor"
"344411337903805420292474429522100202998751647609878202140833563482848508720012604009791004432252591635916482207599005587066653070832025401923437142210326007090211210621212473907711685863765781810821847244025593998544738341574724072355609650420952516621507268359470722653286800042644982105376031226620993580325349282116811438781517003854923179636950063695794303072742452451140333650198906121546856012715710918066136183653974700347974615376048112095455941487970016652626417876290335311727173646840670338659366884315508954148162837078393349370287993893712098526874487734671702360255022212604922222688468999997868251792874543803479945711473097445848743461569300604185485863861658854441539918926163008518782029086144388158673270926755008335753797532218242610329650389426657201190909235241352603093453935890748821574584676435072793312524504588010379207387384265562650110779031432720754594079346652339630319234083064326729661493897",4,"1","AAABgQCzSUvWrFFKgcZ8z1Gn04oWjRj+ky06FScAAHEbzY+lBl+lo4e/6GzVIP1XegNtlAbesWuddjVf9D6PE8PGcD92h8V2QRNMO1o6ymcOCRTDxWnpmd58VRU+/Z2RsuJsFMyIsmCqz2SAGuuYRAyJk8PUkIFiJyeEPBExJkfrbL44qOYa9fgqu/5YJwFV9VlkVgJoIeEG9xltqUeLYXYANpttgZEZ+6gsUpGELZXY539/9YGF1i0y9Z2naGDXr3ywKDjwMp48dCfgwkebgC78k3SJjGntwQNZV57YTyFhjxezBzZ9kKawfsECdA7Li7LutasIcCSvHEjDEb5d6ZrSm/k786cNGn39Y41ei9VOP1JrN68bChgjn8TXMTaU8uLWWmQbNIfqWd+XKRQRXqTGCvZrP7VUq2R+2mtafbPxmrnt2d01q5ZODuB7a9fJkbeVCLUdsdNWYdBXCF+rObdRZEwfvz8cbmjpNKm+CHUvb0B0H0jiRlD54/KszomfXoiVK+EAAAGAKX4UhsXkWYXuwQ/w416+kgj78pgaFPMwt4hQJnjSRhPOxqBpG96uVZyrRpkNN/xMcDgp2YM+W2E2ORcgHtx7Lyda0iI0KTcP39KWXIKjTn2TCjzzEr1/VxdbnME8Wk+N3OxQB0xXn27GTFfDWJDV4tjVnPmC2TyrsCS+YGhbBBq18EmcbXxhmjIMZ7pTQ0nw1B8+ykJY6oARUzHil7Yq3RmBps1a2XUzKGpxBifVYuxRWdoEK0zHqVY4GZEpSPQELpm7bAi0scdFh2nmRJ18OQXD5e+32OaA929KRF6ujDyecpOBCkqNx2h1xZDwlz67UOJEpp/7nNo5xGuyOsjK+N1J0BUuNjXFb5uUjNvv8VZBJ2+uak2P/rEO6X5jX+YPX21EygAdJJQ193ZwLGmR8JqN6/u8IR6l1W5ZFjCqBjSTBFCzkB457oLE2M/Gd4cK4PiuPEOI6Qf+Pya7Hn/Rr9zikvoaDn4D8nhbns/sxV5Rzh+/zIZ90GFmpBdZGjk+","2499677149575113431496047516573124584756899536476099244692471501935365044438160946344153960460175141544477003173027826367965029290272620909325139045135869951927540299452268354192971095362239298109027819748981473587996291176404765660285686188570378932933451534555042024851626078007980579778943252392489860284115854507114095585166778124730203088710824996197290256065221017451022888671101134529368077254591338228519363654706361168463845677708616107362137967417905683659618496283558239083092899534282493496921114689691577269533093996335467842027626495491523624036731180318187850721290372145297132083310320976396018818597952755137096854495215882987301684146520250129637219426834255794392608383084432580783544476687839503418464489110640407896310130446488664487963222617507655341863190071208886844811240728931604457800702798078799231131920577769727632916428689286442640034624738626773778016565901374072724741093082081049260919370652","553644627674807598842970037049271237079270932966190782576180777248059957756057782404494896971670085182488335662922853955184713033937887178900519238599708559067919203924115901155103603619078790300841838023341246272597169667921458285890832444314739857374053091468086192212257951674239193762019725252616583461063910674948121695913567237649899400460971636530915133872208443347157964174236044070447653457407708048685776149889749469936602949019135043159671450474814462937446859985240571025307879697655570616949602303655421261356122358039968631392983025343342259888283175181277921219341305780985042106181449330697112257727342103078292456849101343776751063330549948090316340482215519785463871238231728280583121367622826163921894705635012946715167765397994306568059059990293127685578828423574713388978444472224616130670737910893599441367871827789690189084563368579124652448331568858854000748174254185376591997253390416570959044342454"
